Airline,FlightNumber,Departure,Arrival,DepartureTime,ArrivalTime,Delay
Japan Airlines,3565,Berlin,Paris,Morning,Morning,On Time
Qatar Airways,6760,Dubai,Tokyo,Night,Night,Cancelled
South Korea Air,8543,Dubai,Berlin,Evening,Evening,Delayed
Kuwait Airways,5071,Madrid,Doha,Afternoon,Night,On Time
ANA,9442,Madrid,Tokyo,Morning,Evening,On Time
Saudi Arabian Airlines,7372,Berlin,Paris,Night,Night,Delayed
Qatar Airways,6438,New York,Paris,Afternoon,Evening,On Time
ITA Airways,610,Dubai,Tokyo,Afternoon,Morning,On Time
ITA Airways,1713,Dubai,Paris,Evening,Morning,Cancelled
Kuwait Airways,1155,Madrid,Doha,Morning,Evening,On Time
ITA Airways,394,Dubai,Berlin,Evening,Evening,Delayed
Qatar Airways,5502,Paris,Dubai,Afternoon,Night,Delayed
ANA,1655,Paris,Tokyo,Afternoon,Afternoon,Delayed
American Airlines,5656,London,Rome,Evening,Morning,On Time
Delta Airlines,6594,Sydney,Madrid,Afternoon,Evening,On Time
Turkish Airlines,516,Dubai,Rome,Morning,Morning,On Time
Qatar Airways,2117,Paris,New York,Morning,Morning,Cancelled
Turkish Airlines,8482,Madrid,Paris,Morning,Afternoon,On Time
Etihad Airways,8128,Berlin,London,Morning,Evening,Cancelled
Qatar Airways,1515,Madrid,Doha,Morning,Morning,Delayed
British Airways,5643,Paris,New York,Night,Afternoon,On Time
ANA,8578,London,Berlin,Night,Morning,On Time
Kuwait Airways,4693,Berlin,Paris,Evening,Afternoon,Delayed
South Korea Air,6774,Madrid,Doha,Night,Morning,Cancelled
Japan Airlines,6470,Madrid,Dubai,Afternoon,Evening,Delayed
Japan Airlines,1056,Madrid,Doha,Evening,Afternoon,Delayed
Delta Airlines,3523,Tokyo,Rome,Afternoon,Afternoon,Cancelled
Emirates,1503,Rome,Dubai,Morning,Night,Delayed
Qatar Airways,9302,New York,Rome,Afternoon,Afternoon,On Time
Lufthansa,5918,Dubai,Paris,Evening,Afternoon,On Time
Turkish Airlines,2272,Doha,Rome,Afternoon,Morning,Cancelled
Emirates,6296,Doha,Madrid,Afternoon,Night,On Time
Kuwait Airways,1300,Doha,Paris,Afternoon,Evening,On Time
Saudi Arabian Airlines,676,London,Doha,Afternoon,Morning,On Time
Qatar Airways,4889,Berlin,Madrid,Evening,Afternoon,On Time
American Airlines,8693,London,Berlin,Morning,Evening,Cancelled
ANA,3429,Tokyo,Madrid,Night,Morning,Cancelled
American Airlines,2889,Tokyo,Tokyo,Afternoon,Morning,Cancelled
Saudi Arabian Airlines,3840,Sydney,Berlin,Night,Morning,Delayed
Turkish Airlines,1208,Berlin,Berlin,Afternoon,Morning,On Time
ANA,7682,London,New York,Morning,Night,Cancelled
Etihad Airways,454,Sydney,Dubai,Night,Night,Cancelled
Qatar Airways,126,London,London,Evening,Evening,Delayed
Delta Airlines,4883,New York,Tokyo,Evening,Afternoon,Cancelled
Air Algerie,8522,Sydney,Tokyo,Night,Night,On Time
Air Algerie,5554,Berlin,Madrid,Evening,Afternoon,Delayed
ITA Airways,2467,Doha,Doha,Morning,Evening,On Time
American Airlines,409,Paris,Rome,Evening,Evening,Delayed
Etihad Airways,5081,Berlin,Berlin,Morning,Evening,On Time
British Airways,5367,Dubai,Madrid,Evening,Morning,On Time
Air Algerie,2054,Madrid,Madrid,Morning,Evening,On Time
ANA,5228,Rome,London,Evening,Evening,Cancelled
British Airways,7773,Madrid,Berlin,Evening,Evening,Delayed
Japan Airlines,4192,Berlin,Berlin,Afternoon,Afternoon,Delayed
South Korea Air,8475,Paris,Tokyo,Evening,Night,On Time
Saudi Arabian Airlines,9828,Rome,Madrid,Evening,Afternoon,Cancelled
Lufthansa,4961,Doha,New York,Night,Afternoon,Delayed
Emirates,874,Dubai,Dubai,Afternoon,Morning,On Time
American Airlines,8678,Berlin,Madrid,Evening,Afternoon,Delayed
American Airlines,1665,Berlin,Dubai,Afternoon,Evening,Cancelled
American Airlines,3023,Berlin,Paris,Evening,Evening,Delayed
Emirates,2612,New York,Doha,Afternoon,Night,On Time
Emirates,6563,Doha,Rome,Night,Night,Delayed
Kuwait Airways,7655,Madrid,Rome,Afternoon,Morning,On Time
Lufthansa,189,Paris,New York,Night,Morning,Delayed
Qatar Airways,192,Sydney,Tokyo,Morning,Afternoon,Delayed
Etihad Airways,2535,Berlin,Sydney,Night,Evening,Cancelled
Japan Airlines,6664,Dubai,Doha,Evening,Afternoon,Delayed
Emirates,9281,Rome,New York,Afternoon,Evening,On Time
South Korea Air,1769,Paris,Sydney,Evening,Evening,Cancelled
Air Algerie,5919,Rome,London,Afternoon,Evening,Delayed
Japan Airlines,560,Dubai,Berlin,Afternoon,Morning,Delayed
South Korea Air,3841,Madrid,Paris,Morning,Night,Delayed
ANA,4916,Sydney,Sydney,Night,Evening,On Time
Japan Airlines,8345,New York,Berlin,Afternoon,Afternoon,Delayed
Emirates,2966,Rome,Rome,Evening,Night,Delayed
American Airlines,2066,Sydney,Paris,Evening,Evening,Delayed
Qatar Airways,7411,Tokyo,Rome,Afternoon,Morning,Delayed
South Korea Air,6094,Sydney,Tokyo,Morning,Night,Delayed
Qatar Airways,5893,Tokyo,Madrid,Afternoon,Afternoon,Delayed
Turkish Airlines,9808,Berlin,New York,Night,Morning,Delayed
Saudi Arabian Airlines,6579,Rome,New York,Afternoon,Night,Cancelled
Air Algerie,5046,London,Rome,Morning,Evening,On Time
Etihad Airways,4836,Tokyo,Rome,Evening,Morning,Delayed
South Korea Air,3600,Paris,Berlin,Morning,Night,Cancelled
Emirates,4711,London,Tokyo,Evening,Morning,Cancelled
Lufthansa,2911,Berlin,Tokyo,Evening,Evening,Cancelled
Saudi Arabian Airlines,9290,Dubai,Doha,Morning,Afternoon,On Time
Lufthansa,216,Sydney,Dubai,Evening,Morning,Cancelled
Swiss International Air Lines,7211,Rome,New York,Night,Evening,On Time
Turkish Airlines,2873,Tokyo,New York,Night,Night,Cancelled
Swiss International Air Lines,2895,Madrid,Doha,Morning,Afternoon,Cancelled
Saudi Arabian Airlines,879,Sydney,London,Evening,Morning,Cancelled
Lufthansa,3667,Dubai,New York,Afternoon,Morning,Delayed
Emirates,2686,New York,Madrid,Evening,Night,On Time
Kuwait Airways,5507,Berlin,Madrid,Night,Evening,On Time
Delta Airlines,9716,Paris,Madrid,Evening,Night,On Time
American Airlines,7195,New York,Tokyo,Evening,Afternoon,On Time
British Airways,1755,Doha,Berlin,Afternoon,Morning,Delayed
Air Algerie,612,Madrid,New York,Afternoon,Afternoon,Cancelled
Qatar Airways,8564,Doha,Rome,Evening,Night,On Time
ITA Airways,2952,New York,Berlin,Night,Night,On Time
ITA Airways,6047,Rome,New York,Night,Night,On Time
Delta Airlines,7238,New York,Berlin,Morning,Night,Cancelled
Swiss International Air Lines,2019,Rome,Dubai,Morning,Night,Cancelled
Kuwait Airways,6850,London,Sydney,Morning,Afternoon,On Time
Air Algerie,3631,Madrid,Doha,Evening,Morning,Delayed
Kuwait Airways,8048,Dubai,Dubai,Morning,Evening,Delayed
Emirates,2359,Rome,Paris,Morning,Morning,Cancelled
ANA,462,Tokyo,Berlin,Evening,Morning,Delayed
ANA,6773,New York,Doha,Night,Afternoon,Cancelled
Lufthansa,1260,Doha,Berlin,Morning,Evening,Delayed
Saudi Arabian Airlines,2270,Sydney,Sydney,Morning,Night,Delayed
ANA,3076,New York,Madrid,Evening,Night,Cancelled
Etihad Airways,4040,Sydney,Doha,Night,Night,Delayed
British Airways,3912,Tokyo,Rome,Night,Morning,Cancelled
Saudi Arabian Airlines,730,Dubai,Rome,Night,Morning,On Time
Delta Airlines,5177,Madrid,Berlin,Night,Morning,Cancelled
South Korea Air,5311,Doha,Doha,Night,Night,Delayed
Air Algerie,8801,Madrid,Madrid,Evening,Evening,Delayed
Saudi Arabian Airlines,3855,Doha,Dubai,Morning,Afternoon,Cancelled
Japan Airlines,6781,New York,Tokyo,Evening,Afternoon,Cancelled
Saudi Arabian Airlines,2551,New York,London,Morning,Afternoon,On Time
South Korea Air,1295,Madrid,Berlin,Evening,Morning,Delayed
South Korea Air,8391,Sydney,Doha,Evening,Morning,Cancelled
Emirates,3365,London,New York,Night,Night,Delayed
Turkish Airlines,4764,Berlin,Rome,Evening,Evening,On Time
American Airlines,9873,Berlin,Tokyo,Afternoon,Evening,On Time
Turkish Airlines,516,New York,Tokyo,Afternoon,Morning,Cancelled
Lufthansa,9483,New York,New York,Afternoon,Morning,On Time
Swiss International Air Lines,6031,Doha,Dubai,Morning,Afternoon,Cancelled
Etihad Airways,8732,Tokyo,Sydney,Evening,Morning,Delayed
Lufthansa,6129,Tokyo,Rome,Morning,Night,Cancelled
Turkish Airlines,342,Dubai,London,Evening,Evening,Cancelled
Etihad Airways,4758,Dubai,Berlin,Evening,Morning,On Time
Lufthansa,5763,Sydney,Rome,Evening,Afternoon,Cancelled
Turkish Airlines,7223,Rome,Tokyo,Night,Evening,On Time
Saudi Arabian Airlines,5142,Doha,Doha,Afternoon,Night,On Time
Air Algerie,2729,New York,Doha,Night,Morning,Cancelled
British Airways,4063,London,New York,Afternoon,Morning,Delayed
ITA Airways,9124,London,Tokyo,Morning,Night,Delayed
Turkish Airlines,3721,London,Doha,Morning,Afternoon,Cancelled
Delta Airlines,3968,Sydney,Tokyo,Evening,Morning,On Time
Swiss International Air Lines,8715,Rome,Tokyo,Evening,Night,Cancelled
British Airways,8369,Rome,Dubai,Night,Morning,Delayed
Delta Airlines,5890,Berlin,London,Night,Morning,Delayed
Emirates,9107,London,London,Night,Morning,On Time
South Korea Air,3243,Dubai,Dubai,Afternoon,Afternoon,Delayed
Kuwait Airways,5846,Paris,Rome,Night,Night,Delayed
Swiss International Air Lines,9788,Rome,Madrid,Night,Night,On Time
ITA Airways,8944,Madrid,London,Evening,Afternoon,On Time
Kuwait Airways,3667,Doha,Madrid,Morning,Afternoon,On Time
ANA,2962,Berlin,New York,Morning,Night,Cancelled
Qatar Airways,2757,Rome,Tokyo,Afternoon,Morning,Delayed
Lufthansa,5489,Madrid,Berlin,Evening,Morning,On Time
ITA Airways,5137,New York,Rome,Morning,Night,Delayed
American Airlines,4613,Madrid,Sydney,Evening,Night,Delayed
ANA,2413,Tokyo,Rome,Night,Night,Delayed
Japan Airlines,4811,New York,Rome,Morning,Evening,Cancelled
Turkish Airlines,2504,Madrid,Rome,Morning,Evening,Delayed
Delta Airlines,5090,London,London,Morning,Night,On Time
Turkish Airlines,6080,Sydney,New York,Morning,Afternoon,Delayed
Etihad Airways,9983,London,Dubai,Night,Afternoon,On Time
Turkish Airlines,4892,Doha,Doha,Morning,Afternoon,On Time
Turkish Airlines,3658,Dubai,Tokyo,Night,Afternoon,On Time
Kuwait Airways,466,London,London,Night,Afternoon,On Time
American Airlines,3175,Madrid,Paris,Evening,Night,Delayed
Qatar Airways,2049,Tokyo,Paris,Morning,Morning,Delayed
Qatar Airways,8738,Tokyo,Berlin,Morning,Night,On Time
Emirates,9445,Sydney,London,Evening,Morning,On Time
Kuwait Airways,3719,Paris,Madrid,Afternoon,Night,Delayed
ANA,6093,Rome,Tokyo,Afternoon,Afternoon,Cancelled
Air Algerie,2231,New York,Sydney,Morning,Night,Cancelled
Kuwait Airways,5854,London,New York,Night,Afternoon,Cancelled
Etihad Airways,8066,Doha,Sydney,Night,Afternoon,Cancelled
ITA Airways,7622,Paris,Madrid,Afternoon,Morning,Cancelled
ITA Airways,6430,London,Paris,Night,Evening,Delayed
Etihad Airways,6145,Rome,Rome,Night,Evening,Cancelled
Air Algerie,2093,Doha,Berlin,Evening,Night,On Time
Japan Airlines,2418,Paris,New York,Night,Afternoon,Delayed
Turkish Airlines,1588,Tokyo,Berlin,Afternoon,Evening,On Time
ANA,8907,Berlin,Doha,Night,Morning,Cancelled
Lufthansa,4491,London,Tokyo,Night,Afternoon,On Time
Etihad Airways,9580,Sydney,Madrid,Morning,Night,Cancelled
British Airways,4727,Doha,Paris,Afternoon,Morning,Delayed
Qatar Airways,9723,Paris,Paris,Night,Morning,Delayed
Etihad Airways,7009,Tokyo,Tokyo,Night,Night,Delayed
Turkish Airlines,8195,Dubai,Berlin,Night,Evening,Delayed
Kuwait Airways,5637,Tokyo,Madrid,Morning,Evening,Delayed
British Airways,9864,Berlin,London,Morning,Afternoon,On Time
Kuwait Airways,498,London,Paris,Morning,Morning,Cancelled
ANA,1153,Sydney,London,Afternoon,Evening,Cancelled
Turkish Airlines,7117,Tokyo,Dubai,Night,Afternoon,Delayed
American Airlines,5662,Berlin,Doha,Evening,Afternoon,Cancelled
Qatar Airways,5812,London,Paris,Morning,Night,On Time
Turkish Airlines,3942,Paris,New York,Night,Afternoon,Cancelled
Qatar Airways,7141,Berlin,Madrid,Morning,Evening,On Time
Delta Airlines,8479,Rome,New York,Morning,Afternoon,On Time
Saudi Arabian Airlines,6149,Dubai,Madrid,Night,Afternoon,Cancelled
ANA,8739,Berlin,Tokyo,Night,Afternoon,On Time
ITA Airways,2898,Sydney,Madrid,Afternoon,Morning,On Time
South Korea Air,795,Madrid,Sydney,Night,Afternoon,On Time
Turkish Airlines,5456,Rome,Doha,Afternoon,Evening,Cancelled
ITA Airways,2877,Rome,Tokyo,Night,Night,On Time
British Airways,1434,Doha,Dubai,Afternoon,Evening,Delayed
South Korea Air,6972,New York,Sydney,Afternoon,Afternoon,Cancelled
Saudi Arabian Airlines,7893,Berlin,Dubai,Evening,Evening,Cancelled
Swiss International Air Lines,1483,Sydney,Dubai,Morning,Evening,On Time
American Airlines,2320,Tokyo,Madrid,Evening,Afternoon,Delayed
Lufthansa,2261,Tokyo,Tokyo,Afternoon,Evening,On Time
Etihad Airways,422,Rome,London,Afternoon,Afternoon,On Time
Kuwait Airways,6253,New York,Sydney,Night,Evening,Delayed
Swiss International Air Lines,3448,Tokyo,Madrid,Afternoon,Afternoon,On Time
Emirates,119,Tokyo,Tokyo,Morning,Morning,Cancelled
Delta Airlines,1894,London,Doha,Evening,Morning,On Time
Lufthansa,6111,London,Dubai,Night,Evening,Delayed
ITA Airways,9687,London,London,Afternoon,Night,Cancelled
ITA Airways,3151,London,Paris,Night,Morning,On Time
Saudi Arabian Airlines,2119,Doha,New York,Afternoon,Night,Delayed
Emirates,3007,New York,Dubai,Afternoon,Morning,Delayed
Swiss International Air Lines,3276,New York,Tokyo,Afternoon,Afternoon,On Time
Etihad Airways,6439,Doha,Berlin,Morning,Afternoon,On Time
Qatar Airways,2752,Paris,Rome,Evening,Afternoon,Delayed
Emirates,174,Berlin,Dubai,Evening,Night,Cancelled
Etihad Airways,7846,Dubai,London,Morning,Evening,Cancelled
British Airways,6212,Rome,Doha,Night,Night,Delayed
Air Algerie,496,Sydney,Sydney,Evening,Night,Cancelled
American Airlines,9205,Sydney,Paris,Night,Morning,Delayed
ITA Airways,8675,Berlin,Dubai,Morning,Afternoon,On Time
Emirates,2187,Doha,Paris,Evening,Morning,Delayed
ANA,5491,London,Dubai,Night,Night,Cancelled
Kuwait Airways,6131,Madrid,New York,Afternoon,Morning,Cancelled
Lufthansa,4804,Paris,Tokyo,Night,Afternoon,Cancelled
Saudi Arabian Airlines,8006,London,Rome,Morning,Evening,Cancelled
Saudi Arabian Airlines,3636,New York,New York,Morning,Afternoon,On Time
Air Algerie,7235,Sydney,Rome,Night,Night,Delayed
British Airways,9479,Tokyo,Berlin,Evening,Afternoon,Delayed
Kuwait Airways,4229,Sydney,Paris,Afternoon,Night,Cancelled
Turkish Airlines,1188,Madrid,Madrid,Afternoon,Afternoon,On Time
Kuwait Airways,3844,Doha,Rome,Morning,Night,On Time
ANA,4877,Paris,Berlin,Morning,Night,Cancelled
Kuwait Airways,2272,Doha,New York,Night,Afternoon,Delayed
Qatar Airways,7626,Doha,Madrid,Night,Night,Delayed
Delta Airlines,4036,Paris,Doha,Morning,Afternoon,On Time
ITA Airways,7609,Tokyo,London,Afternoon,Afternoon,On Time
British Airways,3522,Paris,Sydney,Evening,Morning,On Time
Etihad Airways,3201,Paris,Madrid,Morning,Evening,Cancelled
Japan Airlines,6526,London,Sydney,Night,Evening,Delayed
ANA,3195,Berlin,Madrid,Afternoon,Afternoon,Delayed
Lufthansa,3009,Paris,London,Night,Evening,Delayed
Emirates,9273,Berlin,Dubai,Evening,Morning,Delayed
Saudi Arabian Airlines,9662,Doha,Tokyo,Morning,Evening,Cancelled
Swiss International Air Lines,3169,London,Madrid,Afternoon,Morning,On Time
Air Algerie,3935,Rome,Tokyo,Morning,Afternoon,Cancelled
Emirates,9192,Tokyo,Rome,Evening,Evening,Cancelled
British Airways,7593,Dubai,Madrid,Night,Evening,Delayed
Saudi Arabian Airlines,3027,Dubai,Madrid,Morning,Morning,Delayed
Japan Airlines,2798,London,New York,Night,Morning,Cancelled
Qatar Airways,9580,Rome,London,Evening,Morning,Cancelled
Kuwait Airways,4846,Doha,Sydney,Evening,Afternoon,On Time
ITA Airways,7345,Madrid,Berlin,Morning,Night,Cancelled
ITA Airways,6597,Berlin,London,Morning,Evening,Delayed
Lufthansa,3151,Doha,London,Morning,Evening,Cancelled
Delta Airlines,4395,Tokyo,Berlin,Afternoon,Night,On Time
Kuwait Airways,3249,Sydney,Rome,Morning,Morning,Cancelled
Saudi Arabian Airlines,9875,Doha,Rome,Night,Night,Cancelled
Kuwait Airways,7945,Berlin,Berlin,Morning,Night,Delayed
Emirates,4387,Doha,Paris,Morning,Night,On Time
Saudi Arabian Airlines,731,Berlin,Sydney,Afternoon,Evening,On Time
ANA,8643,Tokyo,Sydney,Evening,Morning,On Time
Saudi Arabian Airlines,1181,Dubai,Rome,Night,Morning,On Time
South Korea Air,6298,Sydney,London,Afternoon,Evening,Delayed
American Airlines,3152,Sydney,London,Evening,Morning,On Time
ANA,9214,London,Rome,Night,Evening,On Time
British Airways,2720,Tokyo,Sydney,Afternoon,Morning,Delayed
Swiss International Air Lines,910,Madrid,Paris,Night,Evening,Delayed
Japan Airlines,8037,Dubai,Berlin,Morning,Evening,On Time
British Airways,4196,Dubai,Berlin,Evening,Morning,Cancelled
Swiss International Air Lines,8296,New York,New York,Night,Morning,On Time
Delta Airlines,3169,Dubai,Doha,Afternoon,Night,Delayed
Air Algerie,3892,Dubai,Berlin,Afternoon,Morning,Cancelled
Emirates,3267,Rome,Rome,Morning,Night,Delayed
Lufthansa,1076,Berlin,Madrid,Morning,Evening,Cancelled
Emirates,767,New York,Rome,Afternoon,Afternoon,Cancelled
British Airways,3590,Rome,Doha,Afternoon,Evening,On Time
Saudi Arabian Airlines,3612,Doha,Rome,Morning,Morning,Delayed
Air Algerie,5711,Madrid,Rome,Evening,Evening,Delayed
South Korea Air,6977,Sydney,Rome,Evening,Afternoon,On Time
American Airlines,5491,Paris,London,Evening,Afternoon,Delayed
Swiss International Air Lines,7681,Paris,Madrid,Afternoon,Evening,Cancelled
American Airlines,9871,Sydney,London,Afternoon,Afternoon,Cancelled
Lufthansa,2668,Doha,London,Morning,Afternoon,On Time
Kuwait Airways,3257,Madrid,London,Morning,Night,Cancelled
Emirates,7532,Sydney,Paris,Evening,Night,Delayed
American Airlines,6373,Paris,Dubai,Night,Night,Cancelled
Saudi Arabian Airlines,7356,Doha,Berlin,Morning,Morning,Delayed
Kuwait Airways,2872,Sydney,London,Afternoon,Afternoon,On Time
Lufthansa,9863,Paris,Sydney,Evening,Afternoon,On Time
Air Algerie,2553,Tokyo,New York,Night,Evening,Delayed
Lufthansa,9356,Berlin,Sydney,Night,Afternoon,Cancelled
Saudi Arabian Airlines,111,Doha,Doha,Afternoon,Night,On Time
Kuwait Airways,9446,New York,New York,Morning,Morning,Delayed
Turkish Airlines,4730,New York,Madrid,Morning,Afternoon,On Time
Etihad Airways,6727,Doha,Sydney,Morning,Afternoon,Cancelled
Lufthansa,1963,Rome,London,Night,Evening,On Time
Swiss International Air Lines,1270,New York,Tokyo,Night,Morning,On Time
ITA Airways,6163,Tokyo,Tokyo,Evening,Afternoon,On Time
Saudi Arabian Airlines,1396,Rome,Tokyo,Evening,Night,Delayed
Swiss International Air Lines,5844,Doha,Madrid,Night,Night,Cancelled
Turkish Airlines,802,London,Paris,Afternoon,Afternoon,On Time
ITA Airways,1774,Tokyo,Rome,Night,Night,Cancelled
Qatar Airways,3243,New York,Berlin,Night,Morning,Cancelled
Saudi Arabian Airlines,3800,Madrid,Madrid,Night,Evening,On Time
Swiss International Air Lines,4048,New York,Tokyo,Afternoon,Evening,On Time
South Korea Air,3774,Rome,London,Afternoon,Morning,On Time
American Airlines,3210,Madrid,Paris,Evening,Afternoon,Cancelled
Kuwait Airways,2024,New York,Tokyo,Morning,Night,On Time
Etihad Airways,2051,Sydney,Sydney,Night,Morning,Delayed
South Korea Air,2459,Berlin,Madrid,Afternoon,Evening,Cancelled
Swiss International Air Lines,6993,New York,Rome,Evening,Evening,Delayed
Qatar Airways,6765,Doha,Rome,Morning,Night,Delayed
British Airways,4705,Tokyo,Doha,Afternoon,Evening,On Time
ITA Airways,8794,Rome,Paris,Afternoon,Night,Cancelled
Kuwait Airways,1794,London,Madrid,Morning,Afternoon,Cancelled
Swiss International Air Lines,2087,Madrid,New York,Afternoon,Night,Delayed
South Korea Air,8265,Madrid,Rome,Evening,Night,Cancelled
Japan Airlines,7793,Paris,Dubai,Evening,Evening,Cancelled
British Airways,863,Madrid,Madrid,Morning,Evening,Delayed
ITA Airways,4666,Doha,Sydney,Night,Night,Cancelled
Saudi Arabian Airlines,9003,Paris,Madrid,Evening,Evening,Cancelled
Japan Airlines,8665,Paris,Tokyo,Morning,Afternoon,Delayed
South Korea Air,369,Sydney,London,Night,Morning,Cancelled
Saudi Arabian Airlines,4315,Paris,Dubai,Morning,Evening,On Time
ANA,7830,Berlin,Sydney,Afternoon,Morning,On Time
Turkish Airlines,8738,Sydney,Madrid,Afternoon,Evening,Cancelled
American Airlines,6990,London,Rome,Morning,Evening,Cancelled
American Airlines,8914,Tokyo,Madrid,Morning,Evening,On Time
British Airways,6578,New York,Rome,Night,Night,On Time
Air Algerie,3128,Berlin,Tokyo,Afternoon,Night,On Time
ITA Airways,2034,Rome,Sydney,Morning,Morning,On Time
Swiss International Air Lines,6596,Tokyo,London,Evening,Night,Delayed
Turkish Airlines,379,Berlin,New York,Night,Morning,Cancelled
Air Algerie,4181,Paris,Dubai,Night,Afternoon,On Time
Lufthansa,9035,Tokyo,Dubai,Afternoon,Evening,Delayed
ANA,1102,New York,Paris,Evening,Afternoon,Cancelled
British Airways,782,Sydney,New York,Night,Night,On Time
Saudi Arabian Airlines,9939,Paris,Doha,Night,Afternoon,Delayed
ITA Airways,2050,Dubai,London,Evening,Evening,Cancelled
Turkish Airlines,5558,Sydney,New York,Afternoon,Morning,On Time
Saudi Arabian Airlines,8782,Doha,New York,Morning,Afternoon,On Time
Air Algerie,9761,Rome,Sydney,Afternoon,Evening,Delayed
Air Algerie,3634,Rome,Tokyo,Morning,Morning,On Time
Saudi Arabian Airlines,6844,New York,Paris,Evening,Evening,On Time
